timestamp,recipe_id,input_text,output_data,model,success,error_message,response_time_ms,estimated_cost,input_tokens,output_tokens,total_tokens,cache_hit
2025-05-24T03:24:57.639915,,2 tbsp vegetable oil,"{""raw_text"": ""2 tbsp vegetable oil"", ""quantity"": ""2"", ""unit"": ""tbsp"", ""name"": ""vegetable oil"", ""modifiers"": """", ""canonical"": """"}",openai/chatgpt-4o-latest,True,,895.4806327819824,0.002,0,0,0,False
2025-05-24T03:24:58.882556,,"Jasmine rice, to serve","{""raw_text"": ""Jasmine rice, to serve"", ""quantity"": """", ""unit"": """", ""name"": ""rice"", ""modifiers"": ""Jasmine, to serve"", ""canonical"": ""rice""}",openai/chatgpt-4o-latest,True,,1239.0341758728027,0.002,0,0,0,False
2025-05-24T03:24:59.974476,,500g boneless chicken thighs,"{""raw_text"": ""500g boneless chicken thighs"", ""quantity"": ""500"", ""unit"": ""g"", ""name"": ""chicken thighs"", ""modifiers"": ""boneless"", ""canonical"": """"}",openai/chatgpt-4o-latest,True,,1089.6377563476562,0.002,0,0,0,False
2025-05-24T03:25:01.067806,,3 tbsp plain yogurt,"{""raw_text"": ""3 tbsp plain yogurt"", ""quantity"": ""3"", ""unit"": ""tbsp"", ""name"": ""yogurt"", ""modifiers"": ""plain"", ""canonical"": ""yogurt""}",openai/chatgpt-4o-latest,True,,1091.3183689117432,0.002,0,0,0,False
2025-05-24T03:25:02.033905,,2 tbsp olive oil,"{""raw_text"": ""2 tbsp olive oil"", ""quantity"": ""2"", ""unit"": ""tbsp"", ""name"": ""olive oil"", ""modifiers"": """", ""canonical"": """"}",openai/chatgpt-4o-latest,True,,964.0491008758545,0.002,0,0,0,False
2025-05-24T03:25:03.442071,,"2 cloves garlic, minced","{""raw_text"": ""2 cloves garlic, minced"", ""quantity"": ""2"", ""unit"": ""cloves"", ""name"": ""garlic"", ""modifiers"": ""minced"", ""canonical"": ""garlic""}",openai/chatgpt-4o-latest,True,,1403.6178588867188,0.002,0,0,0,False
2025-05-24T03:25:04.617816,,1 tsp ground cumin,"{""raw_text"": ""1 tsp ground cumin"", ""quantity"": ""1"", ""unit"": ""tsp"", ""name"": ""cumin"", ""modifiers"": ""ground"", ""canonical"": ""cumin""}",openai/chatgpt-4o-latest,True,,1166.2144660949707,0.002,0,0,0,False
2025-05-24T03:25:05.648050,,1 tsp ground coriander,"{""raw_text"": ""1 tsp ground coriander"", ""quantity"": ""1"", ""unit"": ""tsp"", ""name"": ""coriander"", ""modifiers"": ""ground"", ""canonical"": ""coriander""}",openai/chatgpt-4o-latest,True,,1027.0771980285645,0.002,0,0,0,False
2025-05-24T03:25:06.766857,,1/2 tsp turmeric,"{""raw_text"": ""1/2 tsp turmeric"", ""quantity"": ""1/2"", ""unit"": ""tsp"", ""name"": ""turmeric"", ""modifiers"": """", ""canonical"": ""turmeric""}",openai/chatgpt-4o-latest,True,,1113.1653785705566,0.002,0,0,0,False
2025-05-24T03:25:07.830673,,1/2 tsp paprika,"{""raw_text"": ""1/2 tsp paprika"", ""quantity"": ""1/2"", ""unit"": ""tsp"", ""name"": ""paprika"", ""modifiers"": """", ""canonical"": """"}",openai/chatgpt-4o-latest,True,,1060.041904449463,0.002,0,0,0,False
2025-05-24T03:25:08.843087,,1/4 tsp ground cinnamon,"{""raw_text"": ""1/4 tsp ground cinnamon"", ""quantity"": ""1/4"", ""unit"": ""tsp"", ""name"": ""cinnamon"", ""modifiers"": ""ground"", ""canonical"": ""cinnamon""}",openai/chatgpt-4o-latest,True,,1010.390043258667,0.002,0,0,0,False
2025-05-24T03:25:09.871174,,Juice of 1 lemon,"{""raw_text"": ""Juice of 1 lemon"", ""quantity"": ""1"", ""unit"": """", ""name"": ""lemon"", ""modifiers"": ""juice of"", ""canonical"": """"}",openai/chatgpt-4o-latest,True,,1025.9475708007812,0.002,0,0,0,False
2025-05-24T03:25:10.784085,,Salt,"{""raw_text"": ""Salt"", ""quantity"": """", ""unit"": """", ""name"": ""salt"", ""modifiers"": """", ""canonical"": ""salt""}",openai/chatgpt-4o-latest,True,,910.952091217041,0.002,0,0,0,False
2025-05-24T03:25:11.949727,,pepper to taste,"{""raw_text"": ""pepper to taste"", ""quantity"": """", ""unit"": """", ""name"": ""pepper"", ""modifiers"": ""to taste"", ""canonical"": ""pepper""}",openai/chatgpt-4o-latest,True,,1161.8931293487549,0.002,0,0,0,False
2025-05-24T03:25:12.877781,,Cooked rice,"{""raw_text"": ""Cooked rice"", ""quantity"": """", ""unit"": """", ""name"": ""rice"", ""modifiers"": ""cooked"", ""canonical"": ""rice""}",openai/chatgpt-4o-latest,True,,920.2959537506104,0.002,0,0,0,False
2025-05-24T03:25:13.934641,,couscous (for serving),"{""raw_text"": ""couscous (for serving)"", ""quantity"": """", ""unit"": """", ""name"": ""couscous"", ""modifiers"": ""for serving"", ""canonical"": """"}",openai/chatgpt-4o-latest,True,,1051.6791343688965,0.002,0,0,0,False
2025-05-24T03:25:15.240800,,"Sliced cucumbers, cherry tomatoes, lettuce (for bowl)","{""raw_text"": ""Sliced cucumbers, cherry tomatoes, lettuce (for bowl)"", ""quantity"": """", ""unit"": """", ""name"": ""ERROR: 'list' object has no attribute 'get'"", ""modifiers"": """", ""canonical"": """"}",openai/chatgpt-4o-latest,False,'list' object has no attribute 'get',1303.6606311798096,0.002,0,0,0,False
2025-05-24T03:25:16.434443,,Tahini sauce,"{""raw_text"": ""Tahini sauce"", ""quantity"": """", ""unit"": """", ""name"": ""sauce"", ""modifiers"": ""tahini"", ""canonical"": """"}",openai/chatgpt-4o-latest,True,,1192.77024269104,0.002,0,0,0,False
2025-05-24T03:25:17.564684,,garlic sauce (for drizzling),"{""raw_text"": ""garlic sauce (for drizzling)"", ""quantity"": """", ""unit"": """", ""name"": ""garlic sauce"", ""modifiers"": ""for drizzling"", ""canonical"": """"}",openai/chatgpt-4o-latest,True,,1127.363681793213,0.002,0,0,0,False
